ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,state
TOTG,2850,Financial Services,94,"Totens Sparebank provides various banking and financial products and services in Norway. It provides savings; mortgages, loans, credit, and cards; pension products; VIPPS; insurance products; and asset management, leasing, payment, and real estate services, as well as online and mobile banking services. The company operates through five offices located in Mjosa, Gjovik, Lena, Raufoss, Hamar, and Raholt. Totens Sparebank was founded in 1854 and is headquartered in Lena, Norway.",Lena,47 61 14 12 00,Norway,[],http://www.totenbanken.no,1,Lenagata 30,47 61 14 12 65,Banks—Regional,138,139,135.03622,0.061594203,0.4321,,140,,382,,138,138.58824,8.5,139,382,,,,7,1585699200,0.200348,,,138,2,NOK,9.431383,812,,,,845185152,,,393,1.9999223,138,140,,57000,812,149,9.274194,,,115,138,False,0.0507,57000,140,OSL,TOTENS SPAREBANK,Totens Sparebank,Europe/Oslo,CEST,False,7200000,,EQUITY,TOTG.OL,,,finmb_9237532,326bf409-d1ab-37b9-866a-96d0d87ae252,no_market,,10.205,,0.4264,,0.09523809,,14.88,,6124530,,,310.945,,,,1577750400,0.0932,92334208,14.632,,,0.44380838,0.40230998,1640908800,1593475200,,,3828079,4312634880,,1335916800,340:240,,,-0.041,,,,,,,,https://logo.clearbit.com/totenbanken.no,,
TEAM,HM 11,Industrials,88,"Team Tankers International Ltd., a shipping company, owns and operates chemical tankers for the seaborne transportation of liquid chemicals worldwide. The company transports various cargoes, such as organic chemicals, non-organic chemicals, petroleum products, vegetable oils, and lube oils. It operates 31 owned and 9 leased vessels. The company serves industrial chemical, oil, and mining companies. Team Tankers International Ltd. was founded in 1883 and is headquartered in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.teamtankers.com,1,Williams House,,Marine Shipping,2.92,3.02,4.4372463,,0,,3.02,,2705,,2.92,3.282353,,3.02,2705,,,,,,-0.337979,,,3.02,4,NOK,,1851,,,,613002560,,,16873,1.9052731,3.02,3.28,,,1851,7.65,,,,2.9,3.2,False,,,3.02,OSL,TEAM TANKERS INTL,Team Tankers International Ltd.,Europe/Oslo,CEST,False,7200000,,EQUITY,TEAM.OL,,,finmb_28747656,9eb2925f-168c-30d3-8255-c18bb3011de9,no_market,,2.274,,-0.12687999,33.607,-0.4877193,,,,202980992,,,1.657,,,,1577750400,0.00877,-40821000,-0.216,,,1.8225709,0.113129996,1640908800,1585612800,,,139405841,731796736,,,,,,,,,,,,,,https://logo.clearbit.com/teamtankers.com,4th Floor 20 Reid Street,
SPOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEL,1360,Communication Services,20000,"Telenor ASA, together with its subsidiaries, operates as a telecommunication company worldwide. Its principal products and services include mobile communication, fixed line communication, and broadcasting services. The company's mobile communication services comprise voice, data, internet, and content services, as well as customer equipment and messaging. Its fixed line services consist of telephony, Internet and TV, and leased lines, as well as data and managed services; and broadcast services include broadcasting and data communication services through satellite, and terrestrial radio and TV transmission. The company also provides wholesale services that enable the operators to route international voice, messaging, data, and signaling traffic through a single connection to a global network, as well as handles international roaming relationships. In addition, it offers digital services, such as international communication services and machine to machine communication, as well as Internet based services, digital media advertising, and financial services. Further, the company sells mobile devices/phones. Telenor ASA was founded in 1855 and is headquartered in Fornebu, Norway.",Fornebu,47 81 07 70 00,Norway,[],http://www.telenor.com,1,SnarÃ¸yveien 30,,Telecom Services,146.8,146.75,149.65616,0.059264302,2.1818,,147.15,,1005447,,146.8,146.24854,8.7,146.75,1005447,,,,8.6,1602115200,0.271196,,,146.15,2,NOK,33.630547,182862,,,,209273290752,,,1645592,1.7151159,146.15,147.15,,301900,182862,189.65,14.710001,,4.98,130.75,147.1,False,0.0586,230500,147.15,OSL,TELENOR ASA,Telenor ASA,Europe/Oslo,CEST,True,7200000,,EQUITY,TEL.OL,,,finmb_658535,cb2fb510-025f-3c23-9069-f636f51e0aa3,no_market,,2.917,,0.05098,7.897,-0.2092647,,10,,1422659968,,,19.729,,,,1577750400,0.30785,5539999744,4.374,,,7.4560294,0.53981996,1640908800,1593475200,,,613954891,355864051712,,,,,,0.55,,,,,,,,https://logo.clearbit.com/telenor.com,,
TRE,1324,Financial Services,,"Treasure ASA, through its 12.04% interest in Hyundai Glovis Co. Ltd., provides transportation and logistics services in South Korea. The company was incorporated in 2016 and is based in Lysaker, Norway. Treasure ASA is a subsidiary of Wilh. Wilhelmsen Holding ASA.",Lysaker,47 67 58 40 00,Norway,[],http://www.treasureasa.com,1,PO Box 33,,Asset Management,11.9,11.95,10.846956,0.0038655463,,,11.95,,15772,,11.9,11.020588,0.046,11.95,15772,,,,0.4,1584057600,1.192926,,,11.95,2,NOK,,10,,,,2593568256,,,16108,204.96034,11.95,11.85,,387700,10,15,,,,7.5,11.55,False,0.0354,82400,11.95,OSL,TREASURE ASA,Treasure ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,TRE.OL,,,finmb_20576757,5f6188c3-c96f-3912-85c3-41d8eec4f9a9,no_market,,194.436,,0,,-0.11851853,,,,217035008,,,1.774,,,,1577750400,0.17005,-236400992,-1.087,,,6.736189,0.75238997,1640908800,1593475200,,,54119848,2460387328,,,,,,,,,,,,,,https://logo.clearbit.com/treasureasa.com,,
TOM,1385,Industrials,4500,"Tomra Systems ASA provides sensor-based solutions for optimal resource productivity worldwide. It operates through Collection Solutions and Sorting Solutions segments. The Collection Solutions segment produces, sells, and services reverse vending machines and related data management system. It is also involved in picking up, transporting, and processing empty beverage containers on behalf of beverage producers/fillers. This segment offers its solutions to the food retail industry in Europe and the United States. The Sorting Solutions segment provides sorting and processing technology for the fresh and processed food industries; sorting systems for waste and metal material streams; and ore sorting systems for the mining industry. Tomra Systems ASA was founded in 1972 and is headquartered in Asker, Norway.",Asker,47 66 79 91 00,Norway,[],http://www.tomra.com,1,Drengsrudhagen 2,47 66 79 91 11,Waste Management,415.4,418,335.0928,0.0066201254,0.59650004,,419.3,,200241,,415.4,379.2647,2.75,418,200241,,,,2.75,1588636800,0.391986,,,414.4,2,NOK,90.55375,52870,,,,61557538816,,,299581,6.4334874,414.4,417.7,,218400,52870,419.3,72.77487,,1.44,201,417.4,False,0.0066000004,98700,419.3,OSL,TOMRA SYSTEMS ASA,Tomra Systems ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,TOM.OL,,,finmb_878841,2ec6aabb-d108-3aab-9fd6-ef3992573975,no_market,,6.712,,0.07117,39.423,0.59892225,,5.73,,147620000,,,38.575,,,,1577750400,0.71271,681000000,4.605,,,10.81011,0,1640908800,1593475200,,,108186195,64223907840,,974851200,2:1,,,-0.022,,,,,,,,https://logo.clearbit.com/tomra.com,,
TRVX,0283,Healthcare,19,"Targovax ASA, a clinical stage immuno-oncology company, engages in the development of oncolytic viruses to target hard-to-treat solid tumors. Its lead product candidate is ONCOS-102 that is in Phase I/II clinical studies for the treatment of mesothelioma, melanoma, peritoneal disease, and prostate cancer. It also develops neoantigen cancer vaccines targeting tumors with oncogenic RASÂmutations. The company has collaboration agreements with Cancer Research Institute, Ludwig Cancer Research, and AstraZeneca to develop ONCOS-102 for peritoneal disease; Sotio to develop ONCOS-102 for prostate cancer; Valo Therapeutics to develop RAS neoantigen coating of ONCOS viruses using PeptiCRAd technology; and Merck & Co., Inc. to evaluate ONCOS-102 in combination with KEYTRUDA in mesothelioma. Targovax ASA is based in Oslo, Norway.",Oslo,47 21 39 88 10,Norway,[],http://www.targovax.com,1,Lilleakerveien 2C,,Biotechnology,7.08,7.1,6.679058,,0,,7.1,,323436,,7.08,6.5011764,,7.1,323436,,,,,,2.059233,,,6.83,2,NOK,,112374,,,,540221248,,,306602,190.95837,6.83,7.08,,0,112374,12,-2.491228,,,3.515,7.03,False,,0,7.1,OSL,TARGOVAX ASA,Targovax ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,TRVX.OL,,,finmb_144098164,fccf11ea-fe66-3f46-abef-9e2d0c89d3ee,no_market,,182.123,,0,-4.135,0.41035855,,-2.85,,76087504,,,4.755,,,,1577750400,0.25366,-120237000,-1.748,,,1.493165,0.122279994,1640908800,1593475200,,,52861785,515225312,,,,,,,,,,,,,,https://logo.clearbit.com/targovax.com,,
TGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULTIMO,0379,Healthcare,19,"Ultimovacs ASA, a pharmaceutical company, develops immunotherapies for various cancers. The company engages in performing a clinical development program with clinical trials in Europe and the United States. Its lead product candidate is UV1, a peptide-based vaccine, which completed Phase I clinical trial that induces T cell response against the universal cancer antigen telomerase. The company was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,47 41 38 00 80,Norway,[],http://www.ultimovacs.com,1,UllernchaussÃ©en 64,,Biotechnology,48.8,49.4,42.233334,,0,,50.4,,45558,,48.8,43.520588,,49.4,45558,,,,,,,,,48.9,2,NOK,,4495,,,,1598674944,,,29832,,48.9,50.4,,,4495,76,,,,26,50,False,,,50.4,OSL,ULTIMOVACS ASA,Ultimovacs ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,ULTIMO.OL,,,finmb_241624822,920d6ba7-6524-3ff3-bb26-c3e0e6f49e46,no_market,,,,0,-10.25,,,,,31973500,,,16.826,,,,1577750400,0.28587,-107843000,-3.824,,,2.9715915,0.47478,1640908800,1593475200,,,18122906,1112622848,,,,,,,,,,,,,,https://logo.clearbit.com/ultimovacs.com,,
TYSB-ME,5680,Financial Services,,"Tysnes Sparebank, a savings bank, provides banking products and services for private and business customers in Tysness and surrounding areas. It offers payment solutions, such as bank cards, credits, and mobile and online banking; insurance solutions, such as children, auto, death fall, health, buildings, holiday home, income, critical health, disability, and other insurance; loans, such as car loans, mortgages, loans to other vehicles, credit lines, and small loans; and share savings accounts, bank savings, BSU, fund savings, IPS, and retirement savings and pension accounts to private customers. The company also provides payment solutions, billing services, and Web and mobile banking services; financing services, such as bank guarantees, overdrafts, leasing, and corporate loans; liability, operational agriculture, property, health, home insurance, breeding and crew, car, and occupational insurance; and other accounts to companies in construction, property, trade and services, and agricultural industries. The company was incorporated in 1862 and is headquartered in Tysnes, Norway branches in Kvinnherad, Bergen, Odda, and Stord.",Tysnes,47 53 43 03 00,Norway,[],http://tysnes-sparebank.no,1,Teiglandsvegen 2,,Banks—Regional,110,109,111.00725,0.040727273,0.7261,,110,,7,,110,111.47059,4.48,109,7,,,,4.48,1591920000,0.201016,,,109,2,NOK,5.9991274,73,,,,166878800,,,78,2.5178611,109,110,,,73,128,,,,98,108,False,0.0404,,110,OSL,TYSNES SPAREBANK,Tysnes Sparebank,Europe/Oslo,CEST,False,7200000,,EQUITY,TYSB-ME.OL,,,finmb_243651074,de47baa7-16a7-3778-aa54-ecf4024100b0,no_market,,6.477,,0.34339002,,,,,,1517080,,,210.553,,,,1577750400,0.02637,22759000,18.336,,,0.5224338,0,1640908800,1593475200,,,700022,429262592,,,,,,-0.246,,,,,,,,https://logo.clearbit.com/tysnes-sparebank.no,,
VEI,0214,Industrials,8409,"Veidekke ASA operates as a construction and property development company in Norway, Sweden, and Denmark. The company operates through Construction and Industrial segments. It undertakes various building construction, refurbishment, and civil engineering contracts; develops sites; and constructs non-residential and residential buildings. The company constructs office buildings, shopping centers, hotels, schools, health care buildings, cultural buildings, roads, railways, power plants, and industrial facilities. It also develops residential projects; operates and maintains public roads; and produces and sells asphalt and aggregates. The company was founded in 1936 and is headquartered in Oslo, Norway.",Oslo,47 21 05 50 00,Norway,[],http://www.veidekke.com,1,Skabos vei 4,,Engineering & Construction,120,120,106.00253,0.041666668,0,,120.4,,81499,,120,124.75883,5,120,81499,,,,,1588809600,0.546457,,,119.4,2,NOK,32.91977,15760,,,,16113746944,,,109232,0.4317377,119.4,119.6,,355700,15760,130,14.850746,,,72.95,119.4,False,,48800,120.4,OSL,VEIDEKKE,Veidekke ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,VEI.OL,,,finmb_876324,fc39e9a5-b2f6-3ec9-9bfe-a075221688d9,no_market,,0.495,,0.01302,13.925,0.30434787,,8.04,,134956000,,,31.691,,,,1577750400,0.44726002,358000000,3.627,,,3.7676313,0.20325,1640908800,1593475200,,,105574984,18464935936,,1178668800,5:1,,,-0.019,,,,,,,,https://logo.clearbit.com/veidekke.com,,
VVL,5700,Financial Services,,"Voss Veksel- og Landmandsbank ASA provides financial products and services to private individuals and corporate customers in Norway. The company offers saving accounts; construction, corporate, car, and other vehicle loans; overdrafts facilities; and bank guarantees. It also provides bank cards; insurance and pension products; payment services; leasing services; and Internet, online, and mobile banking services. The company was founded in 1843 and is based in Voss, Norway.",Voss,47 56 52 35 00,Norway,[],http://vekselbanken.no,1,Vangsgata 24,47 56 51 27 47,Banks—Regional,158,160,149.16667,0.044303797,0.36180001,,160,,151,,158,155.17647,7,160,151,,,,7,1588550400,0.382694,,,158,2,NOK,8.238607,125,,,,348187776,,,733,3.3261476,158,159,,34200,125,171,8.657535,,3.7,125,158,False,0.044299997,38200,160,OSL,VOSS VEKSEL-OG LAN,Voss Veksel- og Landmandsbank ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,VVL.OL,,,finmb_20392694,13d8dce8-f3ca-3f70-bdb9-6fe73d298889,no_market,,16.121,,0.39606997,,-0.04242426,,18.25,,2203720,,,263.919,,,,1577750400,0.07198,41461000,19.178,,,0.5986685,0.30106002,1640908800,1593475200,,,1983294,1687575296,,1399939200,20:1,,,-0.217,,,,,,,,https://logo.clearbit.com/vekselbanken.no,,
VISTIN,0661,Healthcare,65,"Vistin Pharma ASA, through its subsidiary, Vistin Pharma AS, produces and sells active pharmaceutical ingredients worldwide. It offers metformin active pharmaceutical ingredients and direct compressive granulates for the pharmaceutical industry. Vistin Pharma ASA was incorporated in 2015 and is headquartered in Oslo, Norway.",Oslo,47 35 98 42 00,Norway,[],http://www.vistin.com,1,ÃstensjÃ¸veien 27,,Drug Manufacturers—Specialty & Generic,14.6,14.6,10.250435,0.06849315,0,,15,,128321,,14.6,13.836764,1,14.6,128321,,,,1,1589932800,0.865853,,,14.6,2,NOK,,169975,,,,658517312,,,169631,2.6627953,14.6,14.95,,14100,169975,15.1,12.692308,,,5,14.85,False,0.0687,34200,15,OSL,VISTIN PHARMA ASA,Vistin Pharma ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,VISTIN.OL,,,finmb_288390382,c7de11f3-382d-3a90-87a1-6fcc439a5645,no_market,,1.346,,-0.26928,8.286,0.9466667,,1.17,,44344600,,,6.372,,,,1577750400,0.19695,-66722000,-1.548,,,2.3305085,0.62490004,1640908800,1585612800,,,27281236,332870048,,,,,,,,,,,,,,https://logo.clearbit.com/vistin.com,,
ZAL,0275,Industrials,723,"Zalaris ASA provides full-service outsourced personnel and payroll services. The company operates through two segments, Managed Services and Professional Services. It offers a range of payroll and human resource (HR) outsourcing services, including payroll processing, time and attendance, and travel expenses, as well as cloud-based HR functionality services, such as talent management, digital personnel archive, HR analytics, mobile solutions, etc. The company also provides consulting services. It serves retail, bank and insurance, offshore and energy, infrastructure, transportation, technology, services, and health industries. Zalaris ASA has operations in Norway, Sweden, Denmark, Finland, Germany, Latvia, the United Kingdom, and internationally. The company was formerly known as Zalaris HR Services AS and changed its name to Zalaris ASA in May 2014. Zalaris ASA was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 40 00 33 00,Norway,[],http://www.zalaris.com,1,Hovfaret 4b,47 22 02 60 01,Staffing & Employment Services,43,42.4,32.782608,0.015116278,0,,43.2,,110153,,43,35.07353,0.65,42.4,110153,,,,,1526428800,0.965156,,,42.4,2,NOK,,1246,,,,843694400,,,28367,1.0599855,42.4,42.8,,44800,1246,44.6,36.134453,,,19.5,42.3,False,,2000,43.2,OSL,ZALARIS ASA,Zalaris ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,ZAL.OL,,,finmb_8064584,30a379b8-2d3d-31c1-8894-5667107baad6,no_market,,1.448,,-0.04533,31.479,1.0283017,,1.19,,19620800,,,5.18,,,,1577750400,0.38233003,-36083000,-1.827,,,8.301159,0.26861,1640908800,1593475200,,,13773116,1152807936,,,,,,,,,,,,,,https://logo.clearbit.com/zalaris.com,,
